식별번호,성별,나이,우편번호,가입기간,대출건수,문의건수,보유계좌수,연체금액,대출금액,예금잔액,적금잔액
43506251,2,39,50118,12,3,9,1,0,422,45,130
12309629,2,35,15425,10,3,7,2,0,136,62,86
39502274,2,60,25053,12,5,5,1,0,33,20,30
31899893,2,51,22004,11,4,7,1,0,149,46,227
20748289,2,29,39390,12,5,6,3,0,33,71,81
67754031,2,62,05408,15,6,9,1,0,176,154,330
53142870,2,60,14532,11,3,8,1,109,647,81,280
77892155,2,49,10414,10,3,6,2,0,33,239,249
49320239,1,52,50815,12,5,7,2,119,33,96,199
66818493,1,37,56162,10,3,5,4,0,33,20,30
94247686,2,42,05663,11,3,8,2,37,279,171,203
46559223,2,33,02787,9,2,6,1,0,33,103,113
43217453,1,29,04534,13,6,8,2,0,33,31,103
89760171,2,67,32222,11,3,6,1,0,33,60,70
78639896,2,46,61979,10,3,7,10,0,83,79,198
60687463,2,45,27214,12,4,10,1,61,89,35,93
87149712,2,44,07015,11,3,9,3,41,381,44,214
79102198,2,58,44984,10,3,7,1,23,149,81,203
81140180,2,59,37337,11,3,7,5,0,192,24,204
98365566,2,40,52936,12,5,8,4,0,213,65,120
36185220,2,34,32222,10,3,7,3,0,69,71,86
37837116,2,51,61040,11,3,12,4,0,216,25,260
69068625,1,64,27173,14,7,6,4,233,33,178,188
92912605,1,54,24211,9,2,6,1,0,33,142,152
59526079,2,66,12758,18,7,8,1,103,238,174,227
92361973,2,63,36548,15,7,10,2,0,196,33,205
12586339,1,36,05398,11,4,6,7,0,74,102,112
82273176,1,39,06180,10,3,11,3,35,222,126,215
25776703,1,71,62428,10,3,7,5,61,36,104,116
88025667,1,59,18139,9,2,8,1,0,138,25,225
22691390,2,41,13620,12,5,11,2,0,352,33,156
69784268,2,60,11178,11,4,6,1,59,33,72,82
92847491,1,37,41206,11,3,6,1,0,33,27,37
41559785,2,45,61240,10,3,6,2,0,33,28,38
63181157,1,81,50009,10,3,5,19,0,33,20,30
73388831,1,37,24346,15,7,10,1,125,207,79,209
88977489,2,55,50801,11,4,8,3,47,37,36,112
50624255,2,33,18123,12,4,7,1,0,82,59,80
13853707,2,48,05034,10,3,8,5,127,535,49,247
93902695,1,50,04977,11,4,10,9,173,213,36,268
57835924,2,65,49112,14,4,13,1,113,385,24,312
17475811,2,60,22144,10,3,6,9,0,33,91,101
22685088,1,43,02767,10,3,8,5,0,326,22,117
15100624,2,56,50138,13,6,8,1,89,258,21,355
73127037,2,33,17079,10,3,9,4,47,160,43,163
49068199,1,34,16252,12,5,9,1,43,102,34,103
23621787,2,47,24874,10,3,9,4,47,290,44,213
38594061,2,68,05699,10,3,5,4,49,33,20,30
55751954,2,42,11918,13,5,7,2,37,175,36,75
21664168,2,57,25030,11,3,8,6,0,54,68,261
62510684,1,45,28395,11,4,7,2,37,93,37,110
21656577,1,24,59677,9,2,7,1,0,231,21,32
61913903,2,55,01720,10,3,9,5,0,92,70,209
74944357,1,66,04537,11,3,10,4,0,714,39,204
56934320,2,41,50133,10,3,7,2,31,49,45,75
41814293,2,44,58255,14,4,6,1,0,33,69,79
15813975,1,48,28542,13,4,9,1,0,192,128,295
45010736,2,76,63592,10,3,7,4,0,57,147,209
52190926,2,47,61118,10,3,7,3,43,39,83,167
31745076,2,51,04517,12,3,11,2,0,345,37,138
79586157,1,38,16897,15,8,10,1,0,1683,29,206
41882874,2,53,24358,10,3,5,3,0,33,20,30
13011653,2,60,21561,10,3,7,6,0,369,53,195
66798709,2,54,16701,10,3,10,1,23,571,21,207
82994973,2,49,05378,10,3,8,2,25,174,90,263
63047952,2,60,44110,10,3,8,2,0,141,142,344
70068757,2,62,15541,13,5,8,1,0,372,187,205
80026251,2,54,03121,12,5,12,2,175,108,28,224
36559828,1,62,01892,10,3,9,8,0,198,64,211
42513245,2,57,14589,10,3,9,6,0,231,33,291
38906923,1,48,42470,9,2,7,1,0,291,68,165
38806548,1,59,04759,10,3,9,2,25,205,25,106
69357559,2,41,11757,10,3,6,4,47,33,89,99
28820832,1,25,47250,16,7,8,1,85,193,28,54
58443891,2,40,38145,11,4,9,3,0,184,29,161
34943253,2,55,14585,14,7,7,1,0,130,32,100
13451148,1,35,11346,9,2,10,1,0,167,62,112
71270471,2,47,24232,11,3,13,6,67,223,67,179
62112516,2,36,14077,10,3,11,8,0,77,28,157
19367056,1,46,08592,11,4,8,2,0,159,30,296
71302410,1,79,26236,10,3,6,6,0,33,111,121
31559479,1,64,54986,12,5,9,2,0,36,131,369
98954112,2,73,39887,13,4,8,1,0,141,46,401
45815132,2,64,05510,10,3,5,6,0,33,20,30
97106627,2,34,10845,14,6,8,1,0,249,91,146
45267063,2,65,25779,11,4,12,4,0,141,24,178
87815863,2,39,16704,10,3,9,1,0,292,36,180
38098168,1,27,47786,10,3,5,1,73,33,20,30
73388267,1,53,48419,13,5,12,1,0,194,26,135
15785043,2,77,49255,10,3,5,1,23,33,20,30
35816513,1,38,04540,11,4,9,3,0,399,158,245
87602377,1,78,14998,11,4,6,2,101,33,28,38
46440743,2,32,08770,10,3,6,2,0,33,83,93
23074119,1,60,17303,12,3,8,2,0,399,32,90
20422317,2,49,16489,11,3,11,2,0,401,24,213
36039632,2,37,10110,10,3,6,1,23,33,100,110
48580125,2,59,41488,10,3,10,1,23,169,25,265
10335571,2,73,05379,10,3,8,2,61,83,111,260
98553570,2,75,25000,10,3,5,7,79,33,20,30
13461652,1,35,21399,11,4,10,2,0,177,32,96
11777900,2,37,03130,15,4,6,1,103,33,146,156
47951966,1,36,21554,13,5,10,5,0,465,31,140
72660578,2,26,39237,9,2,5,1,0,33,20,30
28241464,1,38,14305,9,2,9,1,0,134,42,201
99299342,2,34,05404,11,4,8,2,0,115,53,80
76531349,2,56,13466,10,3,5,1,0,33,20,30
78625238,2,52,52134,11,4,7,2,0,144,35,178
99505438,2,54,51522,12,4,7,1,35,584,22,163
23109594,2,47,04534,10,3,8,5,55,125,37,149
61117213,2,74,25550,10,3,6,1,23,33,148,158
98993342,2,43,57959,12,5,10,1,79,1324,29,232
17455107,2,65,31776,10,3,8,3,43,122,114,361
71902993,1,45,38654,12,5,9,1,0,367,124,247
58286758,1,45,51505,11,4,9,1,0,338,38,95
65593893,1,62,46526,9,2,8,1,0,85,125,174
85776072,2,57,27665,14,7,10,4,0,133,43,336
10954743,2,34,13831,9,2,8,1,0,137,33,85
41727826,2,54,21630,13,6,9,1,0,253,190,337
11239393,1,59,56109,10,3,5,2,0,33,20,30
68047785,2,60,27376,21,9,13,1,71,348,125,406
32032065,2,69,05257,12,3,6,3,0,33,171,181
62907216,1,53,54576,12,4,10,1,0,354,22,183
99840758,1,35,11695,10,3,7,9,0,372,88,164
30561066,2,55,50877,13,6,10,1,0,806,26,308
93317264,1,44,03756,10,3,11,5,55,98,55,237
88613099,2,40,14545,13,5,11,3,0,237,35,179
28072887,2,53,04100,15,7,10,2,139,239,22,284
79392641,2,48,49493,11,4,9,4,0,109,32,269
68694711,1,53,54576,10,3,9,7,0,40,39,104
81510844,2,34,07995,11,3,8,2,47,141,30,72
45790799,2,40,31771,10,3,8,3,0,140,27,65
93146911,2,52,14305,11,4,9,2,55,141,46,292
54116446,1,45,03014,11,4,7,1,0,176,140,272
93305984,2,34,04513,11,3,9,1,35,65,24,102
98804422,1,42,10416,11,4,7,1,0,173,140,168
79329163,2,59,59538,10,3,9,4,0,86,25,357
88522134,2,40,11757,14,5,6,1,109,33,89,99
24828099,1,47,22147,11,3,8,2,0,141,75,211
61705176,2,61,46242,10,3,6,2,59,33,221,231
81069767,2,62,11028,12,4,6,4,79,33,84,94
75573141,2,57,17946,12,3,8,1,149,344,75,204
37353021,2,62,21091,11,3,6,5,0,33,254,264
61061819,2,37,46762,10,3,9,4,0,33,48,194
67960505,2,51,37195,10,3,9,3,0,372,39,236
75253059,1,48,04799,11,4,7,3,0,112,92,186
69065980,1,71,27315,11,3,6,5,0,33,101,111
34591260,1,57,13148,10,3,6,5,0,33,80,90
64718809,1,49,28467,11,4,5,1,0,33,20,30
20958309,1,55,21065,13,4,8,2,0,330,65,211
24233461,1,55,22559,13,5,9,3,107,715,88,233
48382712,1,47,25522,11,4,8,1,0,194,38,259
47062791,2,34,15499,11,4,8,4,0,377,52,126
47970508,2,55,17580,17,5,9,2,0,130,84,238
35522161,2,45,11916,11,4,10,2,0,186,31,219
37622166,2,74,36031,10,3,6,4,0,33,182,192
13120246,1,47,46548,14,5,10,1,0,262,46,126
45935576,2,39,05621,12,4,9,4,0,2225,53,134
76922972,2,37,03036,10,3,7,1,55,96,22,120
83197966,2,50,42833,14,5,7,1,0,283,115,333
13217826,1,49,07510,12,4,6,3,43,33,54,64
52903146,2,58,12758,12,5,7,1,0,259,188,205
98776166,2,45,24272,10,3,5,8,91,33,20,30
12452023,1,34,52559,13,5,10,1,121,314,23,203
81090136,1,62,21384,17,9,9,1,0,58,82,269
53724291,2,38,07968,9,2,6,1,0,33,151,161
49887614,2,51,62231,12,5,5,3,0,33,20,30
98495254,2,51,12150,15,8,9,1,0,472,66,189
43230079,2,53,49108,17,8,10,1,0,326,152,333
35545644,1,46,12256,11,4,10,2,0,237,48,293
19984143,1,32,32583,11,4,10,2,0,184,22,152
56539607,2,53,31513,13,6,7,2,0,303,233,336
31190821,2,43,48055,13,5,9,1,0,280,54,226
62136446,2,44,26110,15,4,7,1,0,187,136,270
90071539,2,41,10874,10,3,8,10,0,43,36,142
18121069,1,55,48445,11,3,10,1,0,109,134,417
14055847,2,54,57656,14,5,6,1,59,33,58,68
95943759,2,45,58255,10,3,7,14,0,51,79,218
68068215,1,47,34333,10,3,5,5,0,33,20,30
84587227,2,42,25768,10,3,7,8,0,138,116,147
62107955,2,72,42150,9,2,8,1,0,33,72,137
58385205,1,58,15066,11,4,9,1,0,208,24,208
99827528,1,49,47190,10,3,9,1,23,227,82,114
46868894,2,48,30024,16,5,10,1,0,326,23,279
78544600,1,39,38891,11,3,10,1,0,660,83,122
21196391,2,43,37726,10,3,7,6,0,158,143,163
80272613,2,53,05269,9,2,8,1,0,78,51,309
48821048,1,45,04415,12,5,8,5,0,156,24,140
67611225,1,35,07326,9,2,7,1,0,54,110,129
68773757,2,40,18280,9,2,6,1,0,33,169,179
82313708,1,66,14116,11,4,12,1,0,90,56,216
45405204,1,29,14912,9,2,7,1,0,217,50,66
57618809,1,57,05355,11,4,5,7,0,33,20,30
68186202,2,46,14093,11,4,8,1,71,158,60,249
22715651,2,36,21549,11,3,8,1,65,139,62,80
22661327,2,40,28331,12,5,7,3,0,159,122,142
71424974,2,36,22647,11,4,8,4,0,174,32,116
43507907,2,32,36665,9,2,6,1,0,33,23,33
71136555,2,56,28413,9,2,7,1,0,362,232,348
26151327,2,56,41438,13,5,6,2,0,33,136,146
22920353,2,38,61709,9,2,6,1,0,33,86,96
45311523,2,34,06644,10,3,6,4,0,33,105,115
42875987,2,48,42271,14,6,7,1,0,58,164,214
96443211,2,52,10401,10,3,7,4,0,88,116,128
11292304,1,62,55518,11,3,7,2,0,59,69,197
12288307,2,59,63169,11,4,5,2,0,33,20,30
11370443,1,64,39609,11,4,5,2,113,33,20,30
64918488,1,40,24346,12,4,9,2,0,117,25,228
45048451,1,55,52691,11,4,9,2,53,54,26,208
74883043,2,35,36701,9,2,7,1,0,101,72,89
59980787,1,52,59662,10,3,7,2,0,124,58,69
82689528,2,62,07249,10,3,7,4,0,33,117,252
86602742,2,34,50948,14,6,9,2,0,119,75,149
20243018,1,59,04391,10,3,7,5,0,49,29,128
40925814,2,39,17080,10,3,10,2,29,364,21,207
48033770,2,50,28378,10,3,8,3,0,84,88,247
53282975,2,28,14093,10,3,10,1,0,259,22,46
51713606,2,57,05554,12,4,7,1,0,125,147,323
78451489,1,54,11704,12,3,10,6,0,233,26,346
79052606,2,77,24410,11,3,5,1,0,33,20,30
13743588,2,65,17394,11,4,5,7,85,33,20,30
13332623,2,52,28035,10,3,7,8,0,305,86,151
67486213,2,24,17936,10,3,5,7,85,33,20,30
68582520,1,61,08632,10,3,6,1,23,33,67,77
81504972,1,58,59688,11,4,7,3,0,126,74,138
72158433,2,57,10413,11,4,10,2,31,213,24,294
14362570,1,46,10923,11,4,9,2,0,340,35,234
87924371,1,60,22372,12,5,8,1,25,106,25,62
75420490,2,58,13566,13,6,9,1,0,176,48,312
52040410,1,57,34946,12,4,10,2,0,499,55,294
10544366,2,75,12954,9,2,6,1,0,33,292,302
20078102,1,28,06134,13,5,10,2,85,241,25,120
85991737,1,58,23118,14,6,8,2,0,47,100,186
61699396,1,48,42474,14,5,8,1,0,54,22,112
57917044,1,51,13158,11,4,8,1,0,85,50,80
70435963,1,41,04370,14,7,7,1,0,274,28,49
24736954,2,50,46066,10,3,7,3,0,227,198,212
88200439,2,46,06775,10,3,13,2,0,428,32,200
54617834,2,37,28129,12,3,6,1,73,33,69,79
11929799,2,39,31981,12,4,5,2,0,33,20,30
66774423,1,59,49045,11,3,9,2,0,695,43,221
83679501,1,67,12011,11,3,7,8,0,46,84,188
22487030,1,50,08027,10,3,10,4,0,623,46,247
98376528,2,62,27388,11,4,9,5,71,81,58,340
94082357,2,55,56428,10,3,7,5,59,33,155,248
73454944,2,76,48957,10,3,8,24,245,60,59,202
23717867,1,62,07301,12,4,5,6,0,33,20,30
79277575,2,36,21304,11,4,8,4,0,484,38,79
45050046,2,56,01340,14,5,10,1,0,126,30,161
77190340,1,47,47864,9,2,6,1,0,33,45,55
68290298,1,43,13229,18,8,12,1,0,1409,60,264
13239205,2,56,58523,11,3,6,2,0,33,61,71
57503930,2,48,14912,10,3,5,5,0,33,20,30
98760063,2,38,17911,11,4,9,2,121,421,32,129
55713451,2,40,14557,13,6,8,2,67,115,94,201
28710430,1,55,15821,11,4,8,5,0,82,35,176
32380458,1,82,56326,9,2,5,1,0,33,20,30
64770479,2,47,25813,12,4,7,3,89,423,192,278
42726968,2,56,11692,14,5,13,1,0,241,41,106
15194237,1,50,62276,11,3,6,2,0,33,150,160
24496525,2,69,14408,10,3,6,2,0,33,218,228
37650825,1,51,42760,9,2,8,1,0,34,62,99
68193926,1,59,12223,10,3,5,6,67,33,20,30
33691212,2,33,10472,11,4,7,1,0,261,24,44
52039113,2,74,37737,12,5,8,1,0,125,196,257
83403816,1,53,05352,11,4,10,1,0,160,24,46
68207773,1,36,42212,11,3,14,2,0,731,21,203
81067348,1,48,57046,14,7,9,1,0,173,71,302
78698915,2,61,42728,12,5,7,2,167,198,174,193
63554873,1,63,17312,14,7,12,2,0,183,24,205
94652811,2,49,13597,14,6,8,1,0,61,44,290
71436469,1,40,03629,10,3,6,2,0,33,198,208
99116425,2,67,16056,14,6,7,1,0,87,140,334
25006929,2,27,40227,9,2,7,1,0,155,29,46
49414305,1,54,41463,11,4,7,1,0,154,80,194
44622613,2,65,38086,11,3,6,5,71,33,64,74
44949094,1,50,50916,10,3,10,9,0,78,21,60
52403148,2,44,63584,9,2,8,1,0,175,126,194
44001644,2,51,07333,10,3,9,1,0,160,42,227
56807912,2,53,50133,14,5,7,3,77,530,159,191
49896144,1,41,18477,10,3,10,15,163,212,23,191
61890745,2,48,31044,12,5,9,2,0,416,85,262
53322875,2,35,16703,10,3,7,2,0,376,22,130
61455349,2,35,25539,10,3,7,4,71,145,73,89
49859409,1,46,03189,16,7,8,1,109,156,75,194
82348868,1,40,35237,11,4,9,1,61,481,24,155
18078502,2,40,26427,11,4,12,1,0,395,26,142
16951051,2,40,07301,13,6,13,1,65,225,28,213
85962577,1,51,14125,14,6,9,1,0,562,35,236
65044928,2,80,29121,10,3,5,7,0,33,20,30
52011248,1,46,26442,10,3,10,4,0,181,34,190
44969233,2,37,18567,12,5,8,2,0,269,47,171
79510769,1,42,06019,10,3,10,4,0,189,24,200
16861291,2,70,26153,10,3,6,2,0,33,214,224
87847833,2,45,47256,12,4,11,1,31,184,27,114
23104355,1,47,08506,12,4,9,1,187,35,39,58
28131387,1,44,44204,10,3,5,2,0,33,20,30
80531497,1,57,55647,11,3,6,2,0,33,27,37
93832278,2,37,59677,11,3,9,4,0,226,25,204
57716348,2,43,58255,11,4,12,3,0,448,21,124
26222213,1,37,03189,11,4,13,5,0,357,26,118
15813580,2,39,04196,10,3,7,2,31,37,21,74
43726987,2,41,38147,12,3,9,2,79,128,51,201
96622100,2,48,18435,11,4,10,1,0,110,21,298
18349006,1,47,54079,11,4,10,1,0,247,22,290
90629123,1,54,25030,10,3,10,5,0,82,23,290
47093444,1,33,08379,10,3,7,1,0,201,21,128
60552488,2,55,32937,15,7,18,2,0,1819,40,175
65174717,2,55,08743,10,3,6,1,0,33,127,137
60325893,2,45,42988,10,3,9,4,47,55,47,257
12174385,1,36,21949,13,6,10,2,0,248,44,201
30056699,1,38,13272,9,2,8,1,0,123,33,192
35171284,2,43,07715,11,4,11,3,175,145,22,215
90191513,2,40,16488,11,4,5,3,0,33,20,30
70012689,1,41,34018,10,3,7,5,0,394,63,212
48821729,2,25,03472,10,3,5,2,0,33,20,30
18180406,1,45,15825,10,3,7,1,23,96,132,278
95204881,1,43,37196,13,4,9,2,0,108,68,275
20128762,2,70,27196,10,3,6,5,0,33,198,208
64243394,2,49,06568,17,7,8,1,0,246,214,311
45849884,2,34,39387,11,4,10,3,65,434,41,144
62656283,1,67,06048,10,3,5,3,0,33,20,30
33968793,1,46,61489,11,4,11,3,0,249,21,194
76950531,1,33,28338,13,5,9,2,0,75,34,122
75869592,2,46,16471,14,7,7,2,55,33,102,194
70099501,2,32,01848,11,4,7,1,0,564,34,111
53605683,1,37,02005,14,5,7,4,73,33,95,115
23733096,1,42,11460,18,7,10,2,103,109,67,177
31910674,2,60,25769,10,3,7,8,0,95,26,285
54283838,2,33,41083,12,3,7,1,0,147,30,98
22396230,1,66,21067,13,5,8,1,0,303,82,205
60399288,1,51,63186,13,6,13,2,49,1594,68,157
41749274,1,52,52727,13,4,11,1,55,297,65,305
90715217,1,27,16919,13,6,8,1,79,175,26,53
97350555,2,58,42122,10,3,8,2,0,51,26,85
39834609,2,48,13148,15,8,6,3,0,33,77,87
90159362,2,37,12607,10,3,5,6,65,33,20,30
54383669,2,54,10460,9,2,5,1,0,33,20,30
73303994,2,58,07249,11,3,7,10,0,83,69,106
72054526,1,60,36697,13,4,7,1,0,33,60,132
36651780,2,55,05379,18,8,9,2,73,218,48,340
89535534,1,33,18261,10,3,10,6,0,213,35,158
12608100,2,62,32609,13,5,8,3,0,215,166,218
37963777,1,75,37214,11,3,5,1,0,33,20,30
15415857,1,44,21574,11,4,10,2,0,204,27,198
63076526,1,43,02852,10,3,8,1,0,109,69,141
80522014,1,43,13497,10,3,8,3,41,105,156,259
32790229,2,34,41494,9,2,6,1,0,33,86,96
13295765,2,33,04351,11,4,9,1,0,259,27,111
72533562,2,32,16537,10,3,7,3,0,111,77,124
33061287,1,36,21574,9,2,10,1,0,151,21,104
96371950,1,52,07715,11,4,10,1,25,311,22,250
94320750,1,59,25030,11,4,8,6,0,33,27,166
12060282,1,52,03981,11,3,8,2,131,301,42,106
97698583,2,49,22147,14,6,8,2,109,56,102,159
76816862,2,60,46528,13,4,8,1,85,477,74,118
54956161,2,38,38803,9,2,5,1,0,33,20,30
60548857,2,53,52775,12,5,7,2,61,128,95,228
84943701,2,65,33402,10,3,6,2,0,33,48,58
65019342,2,68,17585,12,3,6,1,0,33,86,96
32246049,1,60,01763,11,4,9,4,0,90,78,227
85938329,2,51,13589,12,3,8,2,0,154,64,243
90060041,1,46,14116,16,7,9,1,0,248,27,307
47671125,2,45,58607,14,5,7,1,0,185,69,134
70123248,1,44,06265,11,3,7,2,0,82,30,43
55245370,1,36,48939,9,2,5,1,0,33,20,30
27497751,1,60,41518,10,3,7,2,0,115,90,104
96321439,2,45,07299,15,8,7,1,29,230,129,181
72481582,1,40,08515,15,4,13,1,0,329,24,102
88635284,2,71,57043,9,2,7,1,0,48,21,69
64471878,2,52,02767,10,3,9,2,127,193,72,295
81079880,2,32,11162,9,2,7,1,0,273,47,76
47471368,2,40,16815,10,3,6,1,23,33,186,196
52482466,1,59,01073,11,4,7,2,47,103,51,198
41570651,2,56,30151,13,5,7,3,47,115,55,149
52826104,1,43,31075,12,4,11,2,65,140,67,136
89893930,2,32,42620,10,3,8,5,0,198,59,123
38186110,2,55,17423,12,4,7,1,101,99,54,225
45110037,2,70,58523,14,3,7,1,0,58,66,174
98083353,2,34,51176,9,2,7,1,0,113,27,130
54991280,2,53,31443,11,3,8,1,0,173,28,177
22450333,2,47,50924,12,3,8,2,47,197,36,72
27361168,1,47,15352,10,3,11,2,25,691,46,298
23309673,1,44,52936,12,5,9,2,65,296,24,204
37200339,2,64,06265,16,7,8,1,0,290,161,271
98760864,2,57,04922,10,3,6,1,0,33,120,130
89482123,2,39,17910,9,2,8,1,0,152,37,94
44610721,2,47,30011,11,4,6,2,67,33,202,212
41401568,2,41,12011,11,4,11,6,137,247,42,177
99167598,2,36,16977,10,3,7,2,0,219,60,140
39740771,2,59,06959,11,3,8,1,37,83,32,211
79518404,2,55,22124,11,3,8,5,0,90,75,280
28998570,2,50,14909,11,4,7,1,0,308,57,219
50779272,2,33,04174,12,3,5,2,0,33,20,30
15199663,2,56,15802,14,5,7,1,253,48,75,343
99618496,2,55,29123,11,3,7,3,0,158,211,222
89696434,2,48,04540,18,9,8,1,83,155,198,276
73093741,1,27,38157,10,3,6,2,0,33,32,42
89947667,2,68,63174,10,3,7,4,0,249,28,162
68144427,1,50,27388,10,3,5,12,0,33,20,30
86738638,1,58,52852,9,2,5,1,0,33,20,30
82942997,1,25,58723,9,2,6,1,0,33,37,47
96951789,2,60,04345,11,3,8,6,133,148,31,305
65801438,1,28,13595,14,5,7,2,85,165,46,60
26266967,1,54,18600,10,3,9,1,127,106,22,36
77453207,2,40,04534,10,3,7,1,0,33,111,148
79013902,2,60,52684,15,6,9,1,71,174,28,164
87661650,1,48,16444,10,3,8,3,35,275,47,221
84792276,1,46,41930,11,4,12,1,0,674,23,129
53451133,1,63,38213,10,3,9,6,0,80,66,197
53348257,1,45,28647,11,4,6,3,101,33,267,277
43222917,1,42,15865,11,4,10,3,113,78,51,200
63134173,2,54,04321,12,5,9,2,125,260,25,305
72965904,1,64,61215,12,4,8,1,0,64,23,83
34056308,1,56,17871,10,3,7,1,23,172,119,203
31717804,1,46,08793,10,3,8,1,23,63,108,299
23516554,1,31,14117,12,5,9,1,85,140,27,104
59951198,2,32,55081,11,4,8,3,79,71,22,89
90283607,1,57,16455,11,4,9,3,0,288,35,190
23767327,1,48,63595,12,5,9,1,47,78,83,290
27534818,1,48,10497,11,4,9,3,0,822,152,297
28640228,1,26,14676,12,4,6,1,37,218,54,64
50155122,2,55,21679,14,5,7,2,0,64,170,193
45026061,1,50,57967,12,5,9,1,149,208,79,316
40976417,2,58,05564,10,3,9,3,37,1059,108,306
49253231,2,43,07995,10,3,8,5,0,39,24,203
84547192,1,45,18455,10,3,7,6,0,191,64,128
20520514,1,48,32231,12,4,8,2,0,145,71,197
54758484,1,29,04513,10,3,11,2,0,109,21,97
36377748,2,26,11925,10,3,6,2,0,33,40,50
78226828,2,56,36665,13,5,12,2,0,251,57,254
37496559,1,44,52336,10,3,6,6,0,33,108,118
55769775,2,80,36917,9,2,5,1,0,33,20,30
87841740,1,42,10845,11,4,8,4,0,386,46,240
90158877,1,46,13992,10,3,8,3,0,93,38,193
87134844,1,30,16263,10,3,7,8,91,62,44,106
25254571,1,53,07301,10,3,6,10,0,33,113,123
94902122,1,53,21633,12,5,8,1,0,77,21,219
11849277,1,70,11048,10,3,5,1,0,33,20,30
54304161,2,51,54906,10,3,7,3,41,48,66,161
90798687,2,25,54654,9,2,5,1,0,33,20,30
30671021,1,62,61267,10,3,5,18,191,33,20,30
51019314,1,43,50867,10,3,7,2,0,105,25,110
63264448,2,39,04637,12,4,10,2,0,203,33,127
17388300,2,47,15382,11,4,8,1,0,121,70,258
50409946,1,50,17178,11,4,7,2,0,33,27,37
41662481,2,52,31771,12,5,7,2,0,202,65,181
88199529,1,49,36671,16,8,11,1,0,33,65,210
54109119,2,74,02586,11,4,8,4,0,45,66,192
25477969,1,61,59736,10,3,10,5,55,295,34,222
38842820,2,38,05329,11,4,8,1,25,104,23,127
25132016,2,47,16311,11,4,10,1,71,119,26,219
28053552,2,56,14722,11,3,7,5,71,428,60,300
72991463,2,53,14532,9,2,8,1,0,93,34,180
96043213,2,39,04586,11,3,6,1,0,33,116,126
10926099,1,43,41973,11,3,12,1,55,333,30,258
16773353,2,39,35310,10,3,7,1,0,106,62,118
77734526,2,68,04566,17,7,11,1,55,171,39,125
61655273,1,28,03191,10,3,6,2,0,33,23,33
87783780,2,72,52921,10,3,9,6,67,126,59,186
29468235,2,57,18519,9,2,7,1,0,61,46,130
63823143,1,45,21565,12,5,8,3,191,485,94,200
10442143,2,41,58561,9,2,6,1,0,33,49,59
23621115,2,63,26129,11,4,6,4,0,33,82,92
43661409,1,27,22223,11,3,6,4,0,33,43,53
12840078,1,72,17061,12,5,5,2,0,33,20,30
14519272,1,42,06232,10,3,9,7,0,300,39,274
26124479,1,42,38622,10,3,7,4,0,59,33,56
63929786,1,37,14914,12,5,8,3,0,177,96,205
26685305,2,62,21556,11,4,8,1,0,485,170,274
74539523,2,53,33468,10,3,5,1,23,33,20,30
93348290,2,55,04157,15,5,8,2,0,321,50,348
11622657,2,54,38104,12,4,9,5,235,156,62,193
33699178,2,56,21389,12,5,10,2,0,144,22,61
36532567,2,51,61932,11,4,7,2,0,67,77,173
27532085,2,45,13143,10,3,5,4,0,33,20,30
17858093,1,56,51505,13,6,6,1,49,33,131,141
85601195,2,82,32922,11,3,5,3,0,33,20,30
92376333,1,45,59324,13,6,7,1,0,203,41,60
75773035,1,63,26008,11,4,6,5,0,33,55,65
62411254,1,70,41941,10,3,9,17,0,69,46,285
32902310,1,26,17418,10,3,6,9,0,33,33,43
78932629,2,49,08379,10,3,5,1,0,33,20,30
43382005,2,56,42201,14,7,8,2,0,64,211,239
48528548,1,35,15239,10,3,7,1,0,426,55,214
47471085,2,34,18302,13,6,10,1,0,447,31,57
12564567,1,55,46735,11,4,9,2,0,237,149,196
72004206,1,35,38144,9,2,6,1,0,33,33,43
82603879,1,54,06236,11,4,7,4,53,156,119,192
77259919,1,34,31513,11,4,8,1,0,144,41,122
46359999,2,36,14995,12,4,8,4,0,125,67,141
55890622,1,53,01762,10,3,6,4,0,33,126,136
85779842,1,34,04763,11,4,7,4,0,109,42,127
11178599,2,60,59782,13,4,7,1,0,33,25,102
66975008,2,38,25457,12,4,11,1,127,218,24,192
98547490,2,58,61171,11,4,11,6,83,117,33,254
77542033,2,35,16918,9,2,8,1,0,163,46,129
18446887,2,60,14408,12,5,5,2,0,33,20,30
56483528,2,36,05657,12,4,8,2,89,88,67,141
26194016,2,58,10108,13,4,9,4,0,208,38,355
55795716,1,47,18477,10,3,8,3,35,302,21,169
43832335,2,53,55122,12,5,7,1,0,493,21,58
54598530,2,37,15239,10,3,7,4,0,194,58,135
91243044,2,60,12757,11,3,8,4,0,422,80,297
25482460,1,41,51018,11,4,7,2,37,162,76,199
63276226,1,46,17894,16,7,8,1,185,105,99,175
44509924,2,60,31014,10,3,6,4,49,33,57,67
65631368,2,62,63122,10,3,9,5,61,177,49,291
93166789,2,56,14910,12,4,6,1,0,33,31,41
31774195,2,47,13837,10,3,8,5,61,465,61,257
21840646,1,31,13494,10,3,7,1,41,296,55,96
37523558,2,40,04512,13,5,10,3,0,309,36,114
58476460,1,28,35229,11,4,5,1,0,33,20,30
95345370,2,63,03191,11,3,8,4,0,45,84,403
42230534,2,60,42824,10,3,7,7,83,95,168,202
96782277,2,31,03712,11,3,8,1,0,296,30,79
30812977,2,34,18581,11,4,7,3,0,35,76,144
